t,p
704,0
704.1,0
704.2,0
704.3,0
704.4,0
704.5,0
704.6,0.086781
704.7,0
704.8,0
704.9,0
705,0.157360549
705.1,0
705.2,0.069501327
705.3,0.004028759
705.4,0.020514339
705.5,0
705.6,0
705.7,0
705.8,0
705.9,0.09432324
706,0
706.1,0
706.2,0
706.3,0
706.4,0.03357627
706.5,0
706.6,0.016222271
706.7,0.052709872
706.8,0
706.9,0.075095924
707,0.089866959
707.1,0
707.2,0.112131322
707.3,0.093070596
707.4,0.009499988
707.5,0.03008821
707.6,0
707.7,0
707.8,0
707.9,0.040071624
708,0
708.1,0.043895548
708.2,0.062367615
708.3,0
708.4,0.054084655
708.5,0
708.6,0
708.7,0
708.8,0.031154984
708.9,0
709,0.026924646
709.1,0.108885099
709.2,0.060057852
709.3,0.113380428
709.4,0
709.5,0
709.6,0
709.7,0
709.8,0.237840038
709.9,0.151948193
710,0
710.1,0.014303806
710.2,0
710.3,0.048261332
710.4,0
710.5,0
710.6,0.090453628
710.7,0
710.8,0.165495224
710.9,0.130782872
711,0.143158255
711.1,0.046618631
711.2,0.030844987
711.3,0.078094168
711.4,0.155347789
711.5,0.127363181
711.6,0.227338551
711.7,0.1829555
711.8,0.130408924
711.9,0.032979501
712,0.104212858
712.1,0.33039244
712.2,0.144932954
712.3,0.028533507
712.4,0
712.5,0.069798449
712.6,0.013107217
712.7,0
712.8,0.157560702
712.9,0.112135324
713,0
713.1,0
713.2,0.138737281
713.3,0
713.4,0.069991782
713.5,0
713.6,0
713.7,0.055002741
713.8,0
713.9,0.08970628
714,0.116363095
714.1,0.029989022
714.2,0
714.3,0.023588059
714.4,0
714.5,0.253377301
714.6,0
714.7,0
714.8,0.13238508
714.9,0
715,0.016564912
715.1,0
715.2,0
715.3,0.123572257
715.4,0
715.5,0
715.6,0.046513803
715.7,0
715.8,0
715.9,0.191529286
716,0.143833609
716.1,0
716.2,0
716.3,0
716.4,0
716.5,0
716.6,0
716.7,0.034961551
716.8,0
716.9,0.035138155
717,0
717.1,0.097157533
717.2,0
717.3,0.057069853
717.4,0.059342053
717.5,0.056057964
717.6,0
717.7,0.039109551
717.8,0
717.9,0
718,0
718.1,0
718.2,0
718.3,0.108963489
718.4,0
718.5,0.044531704
718.6,0
718.7,0.042246603
718.8,0
718.9,0.071668865
719,0
719.1,0.070822517
719.2,0.305203306
719.3,0
719.4,0
719.5,0
719.6,0.018565025
719.7,0
719.8,0.040111243
719.9,0
720,0
720.1,0.047654309
720.2,0.129485295
720.3,0.155098781
720.4,0.103000054
720.5,0
720.6,0.025924627
720.7,0
720.8,0
720.9,0
721,0.059505586
721.1,0.041333603
721.2,0.063488464
721.3,0
721.4,0.135661986
721.5,0
721.6,0
721.7,0.004828484
721.8,0
721.9,0
722,0.086504507
722.1,0
722.2,0
722.3,0.088524378
722.4,0.295073276
722.5,0.111883973
722.6,0.233915694
722.7,0
722.8,0.058102495
722.9,0.085364225
723,0.248328406
723.1,0.058226852
723.2,0.052842909
723.3,0.154702771
723.4,0.097812341
723.5,0.280965518
723.6,0
723.7,0.075048455
723.8,0.084975284
723.9,0.110943039
724,0
724.1,0
724.2,0
724.3,0.132005716
724.4,0.042153028
724.5,0
724.6,0
724.7,0
724.8,0
724.9,0
725,0
725.1,0
725.2,0
725.3,0.01147856
725.4,0
725.5,0
725.6,0.026468094
725.7,0.043181972
725.8,0.135025856
725.9,0
726,0
726.1,0
726.2,0
726.3,0.064473877
726.4,0.058308935
726.5,0.097732247
726.6,0
726.7,0
726.8,0.190191056
726.9,0
727,0
727.1,0
727.2,0
727.3,0
727.4,0
727.5,0.055432503
727.6,0.0017454
727.7,0.049740062
727.8,0
727.9,0.082217023
728,0
728.1,0
728.2,0
728.3,0
728.4,0
728.5,0.167896019
728.6,0.031183357
728.7,0
728.8,0.060502611
728.9,0
729,0
729.1,0.134265111
729.2,0.211846229
729.3,0.07497833
729.4,0
729.5,0.053391094
729.6,0
729.7,0.107277109
729.8,0.040009242
729.9,0
730,0
730.1,0
730.2,0.169461381
730.3,0
730.4,0
730.5,0.04580888
730.6,0
730.7,0
730.8,0.0038999
730.9,0
731,0.089623
731.1,0.178562012
731.2,0
731.3,0.108494737
731.4,0.004324241
731.5,0.13470871
731.6,0
731.7,0
731.8,0.018145278
731.9,0.035590547
732,0
732.1,0.162204633
732.2,0
732.3,0
732.4,0
732.5,0
732.6,0.08883015
732.7,0
732.8,0
732.9,0.040498389
733,0.011948059
733.1,0
733.2,0
733.3,0.022613568
733.4,0
733.5,0.000581773
733.6,0.063668175
733.7,0.12639958
733.8,0.109244771
733.9,0
734,0.032022264
734.1,0.13902288
734.2,0.030698156
734.3,0
734.4,0.042733816
734.5,0.047426661
734.6,0
734.7,0.09783997
734.8,0.086722838
734.9,0
735,0.091555581
735.1,0.115589422
735.2,0
735.3,0.113222837
735.4,0.169425795
735.5,0.009208767
735.6,0.153393717
735.7,0.028471963
735.8,0.025226374
735.9,0
736,0.062171099
736.1,0.02042413
736.2,0.125712626
736.3,0
736.4,0.227138872
736.5,0
736.6,0
736.7,0.022486887
736.8,0
736.9,0
737,0
737.1,0
737.2,0
737.3,0.098623942
737.4,0
737.5,0
737.6,0.07099405
737.7,0.121659957
737.8,0
737.9,0.330156416
738,0
738.1,0
738.2,0
738.3,0
738.4,0
738.5,0
738.6,0.20414433
738.7,0
738.8,0.078121372
738.9,0.058163615
739,0.01849634
739.1,0.065191259
739.2,0.155569647
739.3,0.184602755
739.4,0
739.5,0.001436762
739.6,0.002565732
739.7,0
739.8,0
739.9,0
740,0.041144016
740.1,0.049042383
740.2,0
740.3,0
740.4,0.081394108
740.5,0.024860705
740.6,0
740.7,0
740.8,0.040149458
740.9,0
741,0.082021318
741.1,0.143727135
741.2,0.155915259
741.3,0
741.4,0
741.5,0
741.6,0.052349995
741.7,0.092343001
741.8,0.119020511
741.9,0
742,0.032840895
742.1,0.03461726
742.2,0
742.3,0
742.4,0.082209189
742.5,0.238471253
742.6,0
742.7,0
742.8,0.074136017
742.9,0.215700645
743,0.088780316
743.1,0
743.2,0.070210572
743.3,0
743.4,0
743.5,0.015899256
743.6,0
743.7,0.069939387
743.8,0
743.9,0.003164921
744,0
744.1,0
744.2,0.230877097
744.3,0.061229481
744.4,0.020735061
744.5,0
744.6,0
744.7,0.220369781
744.8,0.041832551
744.9,0.038443723
745,0
745.1,0.041657912
745.2,0.117820899
745.3,0
745.4,0
745.5,0.069096045
745.6,0.22445146
745.7,0.072442617
745.8,0.032785032
745.9,0
746,0
746.1,0
746.2,0
746.3,0
746.4,0
746.5,0
746.6,0
746.7,0.184041332
746.8,0.242711252
746.9,0.017026909
747,0.093669258
747.1,0
747.2,0.141364573
747.3,0.085736315
747.4,0.12885003
747.5,0.019270102
747.6,0.015467824
747.7,0.127348453
747.8,0.089421475
747.9,0.062249183
748,0.124365761
748.1,0.05074928
748.2,0
748.3,0.006341612
748.4,0
748.5,0
748.6,0.119288755
748.7,0
748.8,0.044362237
748.9,0
749,0.042911022
749.1,0
749.2,0.176823328
749.3,0
749.4,0
749.5,0
749.6,0.033515865
749.7,0
749.8,0
749.9,0
750,0
750.1,0.061054313
750.2,0
750.3,0.173851698
750.4,0.042339534
750.5,0.111657892
750.6,0.20544537
750.7,0.03002737
750.8,0
750.9,0
751,0.095738546
751.1,0
751.2,0.053595459
751.3,0.081592899
751.4,0.086013059
751.5,0.152837234
751.6,0
751.7,0.132690347
751.8,0
751.9,0.101603154
752,0.103732516
752.1,0
752.2,0
752.3,0.082031758
752.4,0.068206228
752.5,0.122981599
752.6,0
752.7,0
752.8,0
752.9,0
753,0.040505867
753.1,0
753.2,0
753.3,0.016536014
753.4,0
753.5,0
753.6,0
753.7,0.08287849
753.8,0.121946217
753.9,0
754,0
754.1,0.193850001
754.2,0
754.3,0.012439673
754.4,0
754.5,0
754.6,0.123217035
754.7,0.005762539
754.8,0
754.9,0.149653395
755,0
755.1,0.166543252
755.2,0.057386445
755.3,0.160756758
755.4,0.065568291
755.5,0.064290186
755.6,0
755.7,0
755.8,0.10439242
755.9,0.068686002
756,0.000955996
756.1,0
756.2,0
756.3,0
756.4,0
756.5,0.17049488
756.6,0.112419506
756.7,0
756.8,0.043475451
756.9,0.072636091
757,0.004338852
757.1,0
757.2,0.106495163
757.3,0.027517776
757.4,0.027855847
757.5,0.009901849
757.6,0
757.7,0
757.8,0
757.9,0
758,0.010166835
758.1,0
758.2,0.098699357
758.3,0.127419588
758.4,0
758.5,0.06447039
758.6,0.037948555
758.7,0
758.8,0.193068293
758.9,0.062033595
759,0.094754147
759.1,0.094214256
759.2,0.216305846
759.3,0.115851831
759.4,0.079458746
759.5,0.070238481
759.6,0
759.7,0.14730491
759.8,0.102193822
759.9,0.168776617
760,0.211921175
760.1,0.211799247
760.2,0.031048463
760.3,0
760.4,0
760.5,0
760.6,0.070225332
760.7,0.077770147
760.8,0
760.9,0.008344863
761,0
761.1,0
761.2,0
761.3,0.122627272
761.4,0.012876292
761.5,0.108394239
761.6,0
761.7,0.084534224
761.8,0
761.9,0
762,0
762.1,0
762.2,0.039815816
762.3,0
762.4,0.12970718
762.5,0
762.6,0.072222946
762.7,0
762.8,0
762.9,0
763,0
763.1,0.138103137
763.2,0
763.3,0.015317766
763.4,0.023852222
763.5,0
763.6,0
763.7,0
763.8,0
763.9,0
764,0.090301396
764.1,0
764.2,0
764.3,0
764.4,0.035264585
764.5,0
764.6,0.073807721
764.7,0
764.8,0.04556803
764.9,0.154415935
765,0
765.1,0.109575631
765.2,0.063914118
765.3,0
765.4,0.142031011
765.5,0.016806072
765.6,0
765.7,0
765.8,0.040468767
765.9,0.171849497
766,0
766.1,0.116588619
766.2,0
766.3,0.030720594
766.4,0.135843486
766.5,0
766.6,0.098877785
766.7,0
766.8,0.169724358
766.9,0
767,0.045596917
767.1,0
767.2,0.168231098
767.3,0.022417792
767.4,0
767.5,0.163865849
767.6,0.006693428
767.7,0.076564772
767.8,0
767.9,0
768,0.02250389
768.1,0
768.2,0
768.3,0
768.4,0
768.5,0.14892904
768.6,0.123846163
768.7,0.104506311
768.8,0.022350085
768.9,0.114863251
769,0
769.1,0.024019874
769.2,0
769.3,0
769.4,0
769.5,0
769.6,0
769.7,0.098454191
769.8,0
769.9,0
770,0
770.1,0.183523966
770.2,0
770.3,0
770.4,0.006786744
770.5,0.103813066
770.6,0.009105349
770.7,0.005682349
770.8,0.142505553
770.9,0.13315674
771,0.020334487
771.1,0.19744037
771.2,0.150598513
771.3,0.04554287
771.4,0
771.5,0
771.6,0.041538458
771.7,0.083050127
771.8,0
771.9,0.083774448
772,0.047914255
772.1,0
772.2,0
772.3,0
772.4,0.013888684
772.5,0.021076157
772.6,0
772.7,0
772.8,0.00458624
772.9,0.02661347
773,0
773.1,0.10770097
773.2,0.183721719
773.3,0.054316152
773.4,0
773.5,0.151947298
773.6,0.033482204
773.7,0.025316197
773.8,0.004375409
773.9,0.059783878
774,0.018564375
774.1,0.085107019
774.2,0.231485798
774.3,0
774.4,0.02140937
774.5,0.063069796
774.6,0
774.7,0.159131898
774.8,0
774.9,0
775,0.041632352
775.1,0.064813906
775.2,0
775.3,0.048886473
775.4,0.189936013
775.5,0.082937328
775.6,0
775.7,0.018438362
775.8,0.051340858
775.9,0.040177767
776,0.114566873
776.1,0
776.2,0
776.3,0.158575246
776.4,0.064847647
776.5,0
776.6,0.043399712
776.7,0.116895432
776.8,0
776.9,0
777,0.032618689
777.1,0
777.2,0
777.3,0
777.4,0.067322766
777.5,0
777.6,0.123866348
777.7,0
777.8,0.138130276
777.9,0
778,0.214973006
778.1,0.106222974
778.2,0
778.3,0
778.4,0.126703049
778.5,0
778.6,0
778.7,0.116243917
778.8,0
778.9,0.158832126
779,0.131598966
779.1,0
779.2,0.127597466
779.3,0.015354924
779.4,0.080034297
779.5,0
779.6,0
779.7,0
779.8,0.061798756
779.9,0.241190709
780,0
780.1,0
780.2,0.056435937
780.3,0
780.4,0.034797256
780.5,0
780.6,0.181294371
780.7,0.089132106
780.8,0
780.9,0
781,0
781.1,0
781.2,0.16854344
781.3,0
781.4,0.087181476
781.5,0
781.6,0
781.7,0
781.8,0.015934889
781.9,0.046095032
782,0
782.1,0
782.2,0.036910516
782.3,0.076029936
782.4,0.136608049
782.5,0
782.6,0.075532849
782.7,0
782.8,0
782.9,0.124479389
783,0.101988053
783.1,0.21380401
783.2,0.007856806
783.3,0
783.4,0.043564504
783.5,0
783.6,0
783.7,0
783.8,0
783.9,0
784,0.124715294
784.1,0.089919388
784.2,0
784.3,0.050022043
784.4,0
784.5,0
784.6,0
784.7,0.104723059
784.8,0.152005883
784.9,0
785,0.066806698
785.1,0.126534867
785.2,0
785.3,0
785.4,0
785.5,0
785.6,0.027429751
785.7,0
785.8,0
785.9,0
786,0.058112543
786.1,0
786.2,0.026979878
786.3,0
786.4,0
786.5,0
786.6,0
786.7,0.002159243
786.8,0
786.9,0.058796616
787,0.142664288
787.1,0.099321968
787.2,0
787.3,0
787.4,0.003742469
787.5,0
787.6,0
787.7,0.001050246
787.8,0
787.9,0
788,0.019246861
788.1,0.108819111
788.2,0
788.3,0.04882169
788.4,0.047033844
788.5,0.082882741
788.6,0
788.7,0.081479631
788.8,0
788.9,0
789,0
789.1,0
789.2,0.019066199
789.3,0.12091566
789.4,0
789.5,0.094751826
789.6,0
789.7,0
789.8,0.030037441
789.9,0.089810836
790,0.052134423
790.1,0
790.2,0.109403774
790.3,0
790.4,0.083777952
790.5,0.114763622
790.6,0.060695265
790.7,0
790.8,0
790.9,0
791,0.115760191
791.1,0.070938905
791.2,0.126341829
791.3,0.014305438
791.4,0
791.5,0.079804108
791.6,0.176265799
791.7,0.021495511
791.8,0
791.9,0
792,0
792.1,0.023025303
792.2,0.06359826
792.3,0
792.4,0.001426909
792.5,0
792.6,0
792.7,0
792.8,0
792.9,0.127853786
793,0
793.1,0.002503523
793.2,0.161685497
793.3,0.016815809
793.4,0
793.5,0.079425955
793.6,0.173089233
793.7,0.148534767
793.8,0
793.9,0.030709479
794,0
794.1,0
794.2,0.133892156
794.3,0.222799122
794.4,0
794.5,0.137923576
794.6,0.242990427
794.7,0.050079458
794.8,0.125210605
794.9,0.02086976
795,0.208180838
795.1,0
795.2,0.039017473
795.3,0
795.4,0
795.5,0.166321099
795.6,0
795.7,0
795.8,0
795.9,0.169365527
796,0
796.1,0
796.2,0
796.3,0.142950042
796.4,0
796.5,0
796.6,0.021111387
796.7,0
796.8,0.072422465
796.9,0.039595899
797,0
797.1,0
797.2,0
797.3,0.168745993
797.4,0
797.5,0.111481664
797.6,0
797.7,0.121363956
797.8,0
797.9,0
798,0.098334194
798.1,0
798.2,0.079917535
798.3,0
798.4,0.106843914
798.5,0.028850531
798.6,0
798.7,0.087930752
798.8,0.023303815
798.9,0.058351982
799,0
799.1,0
799.2,0.168208678
799.3,0
799.4,0
799.5,0.012911213
799.6,0.028256143
799.7,0.084687413
799.8,0.124238944
799.9,0
800,0.136608434
800.1,0
800.2,0
800.3,0
800.4,0.012875026
800.5,0.090487678
800.6,0.11249261
800.7,0
800.8,0.002101093
800.9,0
801,0
801.1,0.067787038
801.2,0
801.3,0
801.4,0.045467834
801.5,0
801.6,0.024636153
801.7,0
801.8,0.053238414
801.9,0
802,0.142046147
802.1,0
802.2,0
802.3,0.044811148
802.4,0.075673021
802.5,0.019967907
802.6,0
802.7,0.085726054
802.8,0.081332845
802.9,0.040179215
803,0
803.1,0.092990305
803.2,0
803.3,0.050564244
803.4,0.168292234
803.5,0.087983505
803.6,0.056979365
803.7,0
803.8,0.007452027
803.9,0
804,0.015676615
804.1,0
804.2,0.004468982
804.3,0.029232531
804.4,0.112271074
804.5,0.143609132
804.6,0
804.7,0.085071004
804.8,0.154692708
804.9,0
805,0.09552522
805.1,0
805.2,0.132740945
805.3,0
805.4,0
805.5,0
805.6,0.063986616
805.7,0.107676179
805.8,0.091809633
805.9,0
806,0
806.1,0.037440728
806.2,0.001920119
806.3,0
806.4,0.089466922
806.5,0.04845998
806.6,0.181983614
806.7,0
806.8,0.156541147
806.9,0.066552941
807,0.139667588
807.1,0
807.2,0.098684018
807.3,0
807.4,0
807.5,0.111871221
807.6,0
807.7,0.019831229
807.8,0.048458762
807.9,0
808,0.049677318
808.1,0.105023879
808.2,0
808.3,0
808.4,0
808.5,0
808.6,0.056000916
808.7,0
808.8,0
808.9,0.114080609
809,0.109981351
809.1,0
809.2,0
809.3,0
809.4,0.052338209
809.5,0
809.6,0
809.7,0
809.8,0.092369622
809.9,0.020747866
810,0
810.1,0.185084863
810.2,0
810.3,0.126192207
810.4,0.11713912
810.5,0.048559963
810.6,0.034426124
810.7,0.120479603
810.8,0
810.9,0.165375031
811,0.034011125
811.1,0.184917538
811.2,0.05972634
811.3,0.017305349
811.4,0.093548272
811.5,0.141184541
811.6,0.075961327
811.7,0
811.8,0.021746665
811.9,0.130939247
812,0.044239991
812.1,0
812.2,0.115089674
812.3,0
812.4,0
812.5,0.044460192
812.6,0
812.7,0.093173526
812.8,0.018329976
812.9,0.016778278
813,0
813.1,0
813.2,0.044806494
813.3,0.048764052
813.4,0
813.5,0
813.6,0
813.7,0
813.8,0
813.9,0
814,0.004412382
814.1,0.144775203
814.2,0
814.3,0
814.4,0.081523074
814.5,0
814.6,0
814.7,0
814.8,0.006900416
814.9,0.0331195
815,0.11535351
815.1,0
815.2,0.003516027
815.3,0.059836483
815.4,0.026071503
815.5,0
815.6,0
815.7,0.009327504
815.8,0
815.9,0
816,0.022506355
816.1,0
816.2,0
816.3,0.155047355
816.4,0.027525833
816.5,0
816.6,0.080067174
816.7,0.173198653
816.8,0
816.9,0.012618098
817,0.175048769
817.1,0.035119487
817.2,0.0674195
817.3,0
817.4,0
817.5,0
817.6,0.074769158
817.7,0
817.8,0
817.9,0
818,0
818.1,0
818.2,0.026332099
818.3,0
818.4,0
818.5,0.095395394
818.6,0
818.7,0.159922658
818.8,0.246278141
818.9,0.073893691
819,0.151415128
819.1,0.125542749
819.2,0.183299316
819.3,0.156389732
819.4,0
819.5,0.000840746
819.6,0.042111291
819.7,0.136494256
819.8,0.09707093
819.9,0.018976456
820,0
820.1,0
820.2,0
820.3,0
820.4,0.003889165
820.5,0.084370169
820.6,0.045379512
820.7,0
820.8,0
820.9,0
821,0.086284186
821.1,0
821.2,0
821.3,0.018460111
821.4,0.045670174
821.5,0
821.6,0
821.7,0
821.8,0
821.9,0.159216501
822,0.033041705
822.1,0.186973614
822.2,0.048625709
822.3,0
822.4,0
822.5,0
822.6,0
822.7,0
822.8,0.08932098
822.9,0
823,0
823.1,0
823.2,0
823.3,0
823.4,0.229625294
823.5,0
823.6,0.132655503
823.7,0.02074691
823.8,0
823.9,0.060956906
824,0.035559935
824.1,0
824.2,0.071239985
824.3,0.061697621
824.4,0.021069249
824.5,0
824.6,0
824.7,0
824.8,0.127222479
824.9,0.093317963
825,0
825.1,0
825.2,0
825.3,0
825.4,0
825.5,0.046832529
825.6,0.171228724
825.7,0
825.8,0.034990394
825.9,0
826,0.144709734
826.1,0.198135135
826.2,0
826.3,0
826.4,0.010993383
826.5,0.042395509
826.6,0.028537816
826.7,0
826.8,0.031061785
826.9,0.189815123
827,0.188803385
827.1,0
827.2,0
827.3,0
827.4,0.003107748
827.5,0.117945231
827.6,0.116578321
827.7,0
827.8,0
827.9,0
828,0.061137106
828.1,0.00457194
828.2,0.017621513
828.3,0.063925843
828.4,0
828.5,0
828.6,0.018785118
828.7,0.129343852
828.8,0
828.9,0.037664527
829,0
829.1,0
829.2,0.286285273
829.3,0.034332908
829.4,0
829.5,0
829.6,0.023058434
829.7,0.084374543
829.8,0.253644846
829.9,0
830,0.146557585
830.1,0.202066488
830.2,0
830.3,0.144459306
830.4,0.126550032
830.5,0
830.6,0.060893193
830.7,0.230925105
830.8,0.161988805
830.9,0.020637252
831,0.004410844
831.1,0.279150388
831.2,0.090839448
831.3,0.143469691
831.4,0
831.5,0.151533239
831.6,0.154332066
831.7,0.059183967
831.8,0.008630058
831.9,0.077596372
832,0
832.1,0.126490104
832.2,0.161396648
832.3,0
832.4,0.114737766
832.5,0.122728592
832.6,0
832.7,0.10550004
832.8,0
832.9,0.023707035
833,0.015287233
833.1,0.151902635
833.2,0.130801925
833.3,0.053904932
833.4,0.055696192
833.5,0
833.6,0.054174727
833.7,0.104976925
833.8,0.045653078
833.9,0.028809564
834,0.06111917
834.1,0.146799119
834.2,0.135932717
834.3,0.105870371
834.4,0.150862245
834.5,0
834.6,0.076932606
834.7,0
834.8,0.131969968
834.9,0
835,0.06073939
835.1,0
835.2,0
835.3,0.060735057
835.4,0
835.5,0.079661044
835.6,0
835.7,0.055738535
835.8,0.020485424
835.9,0
836,0
836.1,0
836.2,0.186892864
836.3,0
836.4,0.011320513
836.5,0.010650588
836.6,0
836.7,0.016507628
836.8,0
836.9,0
837,0.046190998
837.1,0
837.2,0.126301412
837.3,0
837.4,0.166271019
837.5,0
837.6,0.183341212
837.7,0.074290845
837.8,0.018066649
837.9,0
838,0.027742083
838.1,0.061382697
838.2,0.050838403
838.3,0
838.4,0
838.5,0
838.6,0.065056893
838.7,0.007577676
838.8,0.105186727
838.9,0
839,0.214811239
839.1,0
839.2,0.084240873
839.3,0.003718237
839.4,0
839.5,0.047585659
839.6,0
839.7,0.038069149
839.8,0
839.9,0.018618965
840,0.01938921
840.1,0
840.2,0
840.3,0.119368919
840.4,0.04429422
840.5,0
840.6,0.026199273
840.7,0
840.8,0.040070177
840.9,0.02582251
841,0
841.1,0.059225196
841.2,0.038837432
841.3,0
841.4,0
841.5,0.00082614
841.6,0.124691243
841.7,0
841.8,0.003208891
841.9,0.144942429
842,0.03753114
842.1,0.036620193
842.2,0.034732166
842.3,0.16142855
842.4,0.143476658
842.5,0.152762299
842.6,0.144712101
842.7,0.097107138
842.8,0.018555597
842.9,0.09568125
843,0.479466553
843.1,0.003593621
843.2,0.116050864
843.3,0.053208582
843.4,0
843.5,0
843.6,0
843.7,0.097998704
843.8,0.030221896
843.9,0.253790796
844,0
844.1,0.08556726
844.2,0
844.3,0
844.4,0.018294962
844.5,0.00455166
844.6,0.215892839
844.7,0
844.8,0
844.9,0.007657264
845,0
845.1,0.103651785
845.2,0.114448408
845.3,0.108647766
845.4,0.149640288
845.5,0.065227932
845.6,0.071728393
845.7,0
845.8,0.007065489
845.9,0
846,0.15487471
846.1,0.035495186
846.2,0.106396474
846.3,0
846.4,0
846.5,0.078240407
846.6,0.082066226
846.7,0.119983299
846.8,0
846.9,3.79216E-05
847,0
847.1,0
847.2,0
847.3,0.039208637
847.4,0.072002897
847.5,0
847.6,0.000478728
847.7,0.003272664
847.8,0
847.9,0.059062166
848,0
848.1,0.070989058
848.2,0
848.3,0.101516525
848.4,0.201464679
848.5,0
848.6,0
848.7,0
848.8,0
848.9,0
849,0
849.1,0.104112312
849.2,0
849.3,0
849.4,0.126274232
849.5,0
849.6,0
849.7,0
849.8,0
849.9,0.007824476
850,0
850.1,0.186781188
850.2,0
850.3,0
850.4,0
850.5,0.085677032
850.6,0.033853859
850.7,0.028634477
850.8,0
850.9,0.008807123
851,0
851.1,0
851.2,0.074697944
851.3,0
851.4,0
851.5,0.144548223
851.6,0
851.7,0
851.8,0.005620834
851.9,0.07807687
852,0.070583691
852.1,0
852.2,0
852.3,0.066220581
852.4,0.037872066
852.5,0.00793091
852.6,0.056659858
852.7,0
852.8,0.016070572
852.9,0
853,0.032104646
853.1,0
853.2,0.030537935
853.3,0
853.4,0
853.5,0
853.6,0.026388458
853.7,0.182268379
853.8,0
853.9,0.011356054
854,0.15946689
854.1,0.138659904
854.2,0
854.3,0.186368982
854.4,0.190917972
854.5,0.003882466
854.6,0.041313884
854.7,0.110829487
854.8,0.082528772
854.9,0.082365439
855,0.171954898
855.1,0
855.2,0.019633549
855.3,0
855.4,0.068736587
855.5,0
855.6,0.158947168
855.7,0
855.8,0.002132703
855.9,0.008165672
856,0
856.1,0
856.2,0.043033716
856.3,0
856.4,0
856.5,0.012940135
856.6,0.086934029
856.7,0.185400952
856.8,0.010217957
856.9,0.22254905
857,0
857.1,0
857.2,0
857.3,0.034435284
857.4,0
857.5,0.057337299
857.6,0.000888711
857.7,0.018894223
857.8,0
857.9,0.167908426
858,0.119112919
858.1,0
858.2,0.115136854
858.3,0
858.4,0.129167822
858.5,0
858.6,0.065835947
858.7,0.206537985
858.8,0
858.9,0
859,0
859.1,0.08540116
859.2,0
859.3,0.001750664
859.4,0.097248316
859.5,0
859.6,0.011746117
859.7,0
859.8,0
859.9,0
860,0.043276742
860.1,0.064273347
860.2,0
860.3,0.189338779
860.4,0
860.5,0
860.6,0.000185807
860.7,0
860.8,0
860.9,0.019434334
861,0
861.1,0
861.2,0.03912447
861.3,0
861.4,0.025858394
861.5,0
861.6,0.099053543
861.7,0.006039932
861.8,0.097042692
861.9,0.168872698
862,0
862.1,0.036167754
862.2,0
862.3,0
862.4,0
862.5,0.012822505
862.6,0.068009295
862.7,0
862.8,0
862.9,0.06517468
863,0
863.1,0
863.2,0
863.3,0.034310614
863.4,0.024771578
863.5,0
863.6,0.152901878
863.7,0
863.8,0
863.9,0.086556869
864,0.074502966
864.1,0.117177565
864.2,0.027214185
864.3,0
864.4,0
864.5,0
864.6,0
864.7,0
864.8,0.008565458
864.9,0
865,0
865.1,0
865.2,0
865.3,0
865.4,0.039803407
865.5,0.166298893
865.6,0
865.7,0
865.8,0.109797136
865.9,0
866,0.178422462
866.1,0
866.2,0.139437483
866.3,0.206739142
866.4,0.161766229
866.5,0.182669219
866.6,0.200368765
866.7,0
866.8,0.005939525
866.9,0.019620955
867,0.101425787
867.1,0
867.2,0
867.3,0
867.4,0.090912994
867.5,0
867.6,0.045773753
867.7,0
867.8,0
867.9,0.066869281
868,0
868.1,0
868.2,0
868.3,0
868.4,0
868.5,0
868.6,0.132814681
868.7,0.044730278
868.8,0.085696456
868.9,0.063021397
869,0.111441569
869.1,0
869.2,0
869.3,0.120328539
869.4,0
869.5,0.186186084
869.6,0.272867307
869.7,0
869.8,0.143829173
869.9,0
870,0
870.1,0
870.2,0
870.3,0.189045687
870.4,0.071039204
870.5,0.053726608
870.6,0.118949575
870.7,0
870.8,0
870.9,0.077996461
871,0
871.1,0.02750422
871.2,0
871.3,0.116378967
871.4,0.077923151
871.5,0
871.6,0.129304179
871.7,0.126807236
871.8,0.027906953
871.9,0
872,0
872.1,0.000911801
872.2,0
872.3,0.088183453
872.4,0.059434888
872.5,0
872.6,0
872.7,0
872.8,0
872.9,0
873,0.192201141
873.1,0.024195419
873.2,0
873.3,0
873.4,0
873.5,0.044716295
873.6,0
873.7,0.023084536
873.8,0
873.9,0
874,0
874.1,0
874.2,0
874.3,0
874.4,0.014552464
874.5,0
874.6,0
874.7,0
874.8,0
874.9,0
875,0
875.1,0.061257537
875.2,0
875.3,0
875.4,0.024825805
875.5,0.083935174
875.6,0
875.7,0
875.8,0.123732413
875.9,0.050787881
876,0.152959864
876.1,0
876.2,0
876.3,0.016012257
876.4,0.12963056
876.5,0
876.6,0.03073452
876.7,0
876.8,0.019565344
876.9,0
877,0.003563468
877.1,0.229103987
877.2,0.081758572
877.3,0.105861237
877.4,0.025243583
877.5,0.063636798
877.6,0
877.7,0.149229711
877.8,0
877.9,0
878,0.142522761
878.1,0
878.2,0
878.3,0.114711308
878.4,0.028927807
878.5,0.087292613
878.6,0.155228982
878.7,0
878.8,0
878.9,0.100259523
879,0.219736646
879.1,0.218544573
879.2,0.070404517
879.3,0
879.4,0.048858575
879.5,0
879.6,0.106028368
879.7,0.035026862
879.8,0
879.9,0.065943108
880,0
880.1,0.063395712
880.2,0
880.3,0
880.4,0.045807745
880.5,0.09417011
880.6,0
880.7,0
880.8,0
